consumer,resource,res.order,res.family,res.genus,con.order,con.family,con.genus,linkevidence,source.id
Gobiomorphus,Nematode,Nematoda,,,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Salmo,Nematode,Nematoda,,,Salmoniformes,Salmonidae,Salmo,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Galaxias,Nesameletus,Ephemeroptera,Nesameletidae,Nesameletus,Osmeriformes,Galaxidae,Galaxias,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Gobiomorphus,Nesameletus,Ephemeroptera,Nesameletidae,Nesameletus,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Salmo,Nesameletus,Ephemeroptera,Nesameletidae,Nesameletus,Salmoniformes,Salmonidae,Salmo,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Galaxias,Neurochorema,Trichoptera,Hydrobiosidae,Neurochorema,Osmeriformes,Galaxidae,Galaxias,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Gobiomorphus,Neurochorema,Trichoptera,Hydrobiosidae,Neurochorema,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Salmo,Neurochorema,Trichoptera,Hydrobiosidae,Neurochorema,Salmoniformes,Salmonidae,Salmo,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Gobiomorphus,Oeconesus,Trichoptera,Oeconesidae,Oeconesus,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Salmo,Oeconesus,Trichoptera,Oeconesidae,Oeconesus,Salmoniformes,Salmonidae,Salmo,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Anguilla,Oligochaetae,Oligochaetae,,,Anguilliformes,Anguillidae,Anguilla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Galaxias,Oligochaetae,Oligochaetae,,,Osmeriformes,Galaxidae,Galaxias,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Gobiomorphus,Oligochaetae,Oligochaetae,,,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Anguilla,Olinga,Trichoptera,Conoesucidae,Olinga,Anguilliformes,Anguillidae,Anguilla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Galaxias,Olinga,Trichoptera,Conoesucidae,Olinga,Osmeriformes,Galaxidae,Galaxias,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Gobiomorphus,Olinga,Trichoptera,Conoesucidae,Olinga,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Stenoperla,Orthocladiinae,Diptera,Chironomidae,,Plecoptera,Eustheniidae,Stenoperla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Anguilla,Oxyethira,Trichoptera,Hydroptilidae,Oxyethira,Anguilliformes,Anguillidae,Anguilla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Galaxias,Oxyethira,Trichoptera,Hydroptilidae,Oxyethira,Osmeriformes,Galaxidae,Galaxias,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Gobiomorphus,Oxyethira,Trichoptera,Hydroptilidae,Oxyethira,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Salmo,Oxyethira,Trichoptera,Hydroptilidae,Oxyethira,Salmoniformes,Salmonidae,Salmo,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Galaxias,Paranephrops,Decapoda,Parastacidae,Paranephrops,Osmeriformes,Galaxidae,Galaxias,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Gobiomorphus,Paranephrops,Decapoda,Parastacidae,Paranephrops,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Anguilla,Pentaneurini,Diptera,Chironomidae,,Anguilliformes,Anguillidae,Anguilla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Anguilla,Plectrocnemia,Trichoptera,Polycentropidae,Plectrocnemia,Anguilliformes,Anguillidae,Anguilla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Galaxias,Plectrocnemia,Trichoptera,Polycentropidae,Plectrocnemia,Osmeriformes,Galaxidae,Galaxias,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Gobiomorphus,Plectrocnemia,Trichoptera,Polycentropidae,Plectrocnemia,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Anguilla,Polypedilum,Diptera,Chironomidae,,Anguilliformes,Anguillidae,Anguilla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Galaxias,Polypedilum,Diptera,Chironomidae,,Osmeriformes,Galaxidae,Galaxias,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Gobiomorphus,Polypedilum,Diptera,Chironomidae,,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Gobiomorphus,Polyplectropus,Trichoptera,Polycentropidae,Polyplectropus,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Salmo,Polyplectropus,Trichoptera,Polycentropidae,Polyplectropus,Salmoniformes,Salmonidae,Salmo,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Anguilla,Potamopyrgus,Mollusca,Hydrobiidae,Potamopyrgus,Anguilliformes,Anguillidae,Anguilla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Galaxias,Potamopyrgus,Mollusca,Hydrobiidae,Potamopyrgus,Osmeriformes,Galaxidae,Galaxias,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Gobiomorphus,Potamopyrgus,Mollusca,Hydrobiidae,Potamopyrgus,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Salmo,Potamopyrgus,Mollusca,Hydrobiidae,Potamopyrgus,Salmoniformes,Salmonidae,Salmo,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Galaxias,Psilochorema,Trichoptera,Hydrobiosidae,Psilochorema,Osmeriformes,Galaxidae,Galaxias,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Gobiomorphus,Psilochorema,Trichoptera,Hydrobiosidae,Psilochorema,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Salmo,Psilochorema,Trichoptera,Hydrobiosidae,Psilochorema,Salmoniformes,Salmonidae,Salmo,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Anguilla,Pycnocentria,Trichoptera,Conoesucidae,Pycnocentria,Anguilliformes,Anguillidae,Anguilla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Gobiomorphus,Pycnocentria,Trichoptera,Conoesucidae,Pycnocentria,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Salmo,Pycnocentria,Trichoptera,Conoesucidae,Pycnocentria,Salmoniformes,Salmonidae,Salmo,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Anguilla,Rakiura,Trichoptera,Helicopsyche,Rakiura,Anguilliformes,Anguillidae,Anguilla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Galaxias,Rakiura,Trichoptera,Helicopsyche,Rakiura,Osmeriformes,Galaxidae,Galaxias,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Gobiomorphus,Rakiura,Trichoptera,Helicopsyche,Rakiura,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Olinga,Spirogyra,Zygnematales,Zygnemataceae,Spirogyra,Trichoptera,Conoesucidae,Olinga,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Anguilla,Stenoperla,Plecoptera,Eustheniidae,Stenoperla,Anguilliformes,Anguillidae,Anguilla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Galaxias,Stenoperla,Plecoptera,Eustheniidae,Stenoperla,Osmeriformes,Galaxidae,Galaxias,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Gobiomorphus,Stenoperla,Plecoptera,Eustheniidae,Stenoperla,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Salmo,Stenoperla,Plecoptera,Eustheniidae,Stenoperla,Salmoniformes,Salmonidae,Salmo,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Stenoperla,Stenoperla,Plecoptera,Eustheniidae,Stenoperla,Plecoptera,Eustheniidae,Stenoperla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Galaxias,Tanypodinae,Diptera,Chironomidae,,Osmeriformes,Galaxidae,Galaxias,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Anguilla,Terrestrial.invertebrates,Terrestrial.invertebrates,,,Anguilliformes,Anguillidae,Anguilla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Galaxias,Terrestrial.invertebrates,Terrestrial.invertebrates,,,Osmeriformes,Galaxidae,Galaxias,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Gobiomorphus,Terrestrial.invertebrates,Terrestrial.invertebrates,,,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Salmo,Terrestrial.invertebrates,Terrestrial.invertebrates,,,Salmoniformes,Salmonidae,Salmo,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Anguilla,Triplectides,Trichoptera,Leptoceridae,Triplectides,Anguilliformes,Anguillidae,Anguilla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Galaxias,Triplectides,Trichoptera,Leptoceridae,Triplectides,Osmeriformes,Galaxidae,Galaxias,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Gobiomorphus,Triplectides,Trichoptera,Leptoceridae,Triplectides,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Anguilla,Zelandobius,Plecoptera,Gripopterygidae,Zelandobius,Anguilliformes,Anguillidae,Anguilla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Galaxias,Zelandobius,Plecoptera,Gripopterygidae,Zelandobius,Osmeriformes,Galaxidae,Galaxias,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Gobiomorphus,Zelandobius,Plecoptera,Gripopterygidae,Zelandobius,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Salmo,Zelandobius,Plecoptera,Gripopterygidae,Zelandobius,Salmoniformes,Salmonidae,Salmo,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Anguilla,Zelandoperla,Plecoptera,Gripopterygidae,Zelandoperla,Anguilliformes,Anguillidae,Anguilla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Galaxias,Zelandoperla,Plecoptera,Gripopterygidae,Zelandoperla,Osmeriformes,Galaxidae,Galaxias,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Gobiomorphus,Zelandoperla,Plecoptera,Gripopterygidae,Zelandoperla,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Anguilla,Zelolessica,Trichoptera,Helicophidae,Zelolessica,Anguilliformes,Anguillidae,Anguilla,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Gobiomorphus,Zelolessica,Trichoptera,Helicophidae,Zelolessica,Perciformes,Eleotridae,Gobiomorphus,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Salmo,Zelolessica,Trichoptera,Helicophidae,Zelolessica,Salmoniformes,Salmonidae,Salmo,direct,"Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474."
Anguilla,Ameletopsis,Ephemeroptera,Ameletopsidae,Ameletopsis,Anguilliformes,Anguillidae,Anguilla,direct,"Hogsden K.L. & Harding J.S. (Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474.01Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474.) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 16Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474., 466–474."
Paranephrops zealandicus,Acanthophlebia,Ephemeroptera,Leptophlebiidae,Acanthophlebia,Decapoda,Parastacidae,Paranephrops,,"Hollows J.W., Townsend C.R. & Collier K.J. (2002) Diet of the crayfish Paranephrops zealandicus in bush and pasture streams: Insights from stable isotopes and stomach analysis. New Zealand Journal of Marine and Freshwater Research 36, 129–142."
